api	crate	path_line	snippet
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1278	_ => candle_core::bail!("kiln-rmsnorm-kernel: k_out must be on CUDA"),
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1318	candle_core::bail!("kiln_fused_l2_qk_norm_gqa failed with status {status}");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1392	candle_core::bail!(
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1437	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1438	_ => candle_core::bail!("kiln-rmsnorm-kernel: rotary q must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1441	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1442	_ => candle_core::bail!("kiln-rmsnorm-kernel: rotary k must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1445	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1446	_ => candle_core::bail!("kiln-rmsnorm-kernel: rotary cos must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1449	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1450	_ => candle_core::bail!("kiln-rmsnorm-kernel: rotary sin must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1453	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1454	_ => candle_core::bail!("kiln-rmsnorm-kernel: rotary q_out must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1457	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1458	_ => candle_core::bail!("kiln-rmsnorm-kernel: rotary k_out must be on CUDA"),
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1506	candle_core::bail!("kiln_fused_rotary_qk failed with status {status}");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1530	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1535	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1541	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1548	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1560	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1573	candle_core::bail!("rotary_one_bf16_storage: tensors must be contiguous");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1581	candle_core::bail!("rotary_one_bf16_storage: dimensions exceed i32 kernel envelope");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1618	candle_core::bail!("kiln_fused_rotary_one failed with status {status}");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1670	candle_core::bail!(
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1694	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1695	_ => candle_core::bail!("kiln-rmsnorm-kernel: rotary_one_bwd grad_y must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1698	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1699	_ => candle_core::bail!("kiln-rmsnorm-kernel: rotary_one_bwd cos must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1702	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1703	_ => candle_core::bail!("kiln-rmsnorm-kernel: rotary_one_bwd sin must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1706	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1707	_ => candle_core::bail!("kiln-rmsnorm-kernel: rotary_one_bwd grad_x must be on CUDA"),
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1742	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1747	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1758	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1765	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1777	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1790	candle_core::bail!("rotary_one_bwd_bf16_storage: tensors must be contiguous");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1798	candle_core::bail!("rotary_one_bwd_bf16_storage: dimensions exceed i32 kernel envelope");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1835	candle_core::bail!("kiln_fused_rotary_one_bwd failed with status {status}");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:1952	candle_core::bail!(
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2009	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2010	_ => candle_core::bail!("kiln-rmsnorm-kernel: q_raw must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2013	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2014	_ => candle_core::bail!("kiln-rmsnorm-kernel: k_raw must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2017	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2018	_ => candle_core::bail!("kiln-rmsnorm-kernel: q_weight must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2021	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2022	_ => candle_core::bail!("kiln-rmsnorm-kernel: k_weight must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2025	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2026	_ => candle_core::bail!("kiln-rmsnorm-kernel: cos must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2029	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2030	_ => candle_core::bail!("kiln-rmsnorm-kernel: sin must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2033	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2034	_ => candle_core::bail!("kiln-rmsnorm-kernel: q_out must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2037	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2038	_ => candle_core::bail!("kiln-rmsnorm-kernel: k_out must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2082	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2083	_ => candle_core::bail!("kiln-rmsnorm-kernel: gate_out must be on CUDA"),
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2130	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2161	candle_core::bail!(
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2184	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2185	_ => candle_core::bail!("kiln-rmsnorm-kernel: mlp_silu_mul gate must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2188	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2189	_ => candle_core::bail!("kiln-rmsnorm-kernel: mlp_silu_mul up must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2192	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2193	_ => candle_core::bail!("kiln-rmsnorm-kernel: mlp_silu_mul out must be on CUDA"),
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2221	candle_core::bail!("kiln_fused_mlp_silu_mul_bf16 failed with status {status}");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2256	candle_core::bail!(
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2275	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2276	_ => candle_core::bail!(
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2281	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2282	_ => candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2308	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2332	candle_core::bail!(
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2355	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2356	_ => candle_core::bail!("kiln-rmsnorm-kernel: sigmoid_mul x must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2359	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2360	_ => candle_core::bail!("kiln-rmsnorm-kernel: sigmoid_mul gate must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2363	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2364	_ => candle_core::bail!("kiln-rmsnorm-kernel: sigmoid_mul out must be on CUDA"),
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2392	candle_core::bail!("kiln_fused_sigmoid_mul_bf16 failed with status {status}");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2416	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2424	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2432	candle_core::bail!("fused_sigmoid_mul_storage: tensors must be contiguous");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2436	candle_core::bail!("fused_sigmoid_mul_storage: element count exceeds i64");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2466	candle_core::bail!("kiln_fused_sigmoid_mul_bf16 failed with status {status}");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2520	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2526	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2532	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2539	candle_core::bail!("matmul_f32_bf16w: dimensions exceed i32 kernel envelope");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2554	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2575	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2581	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2587	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2594	candle_core::bail!("matmul_f32_bf16w_bwd_lhs: dimensions exceed i32 kernel envelope");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2600	candle_core::bail!("matmul_f32_bf16w_bwd_lhs requires CUDA tensors");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2603	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2640	candle_core::bail!(
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2656	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2657	_ => candle_core::bail!("sgd_step_inplace: param must be CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2660	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2661	_ => candle_core::bail!("sgd_step_inplace: grad must be CUDA"),
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2699	dtype => candle_core::bail!("sgd_step_inplace unsupported dtype {dtype:?}"),
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2702	candle_core::bail!("kiln_sgd_step failed with status {status}");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2721	candle_core::bail!("adamw_step_inplace: step must be >= 1");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2724	candle_core::bail!(
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2748	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2749	_ => candle_core::bail!("adamw_step_inplace: param must be CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2752	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2753	_ => candle_core::bail!("adamw_step_inplace: grad must be CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2756	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2757	_ => candle_core::bail!("adamw_step_inplace: first_moment must be CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2760	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2761	_ => candle_core::bail!("adamw_step_inplace: second_moment must be CUDA"),
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2837	dtype => candle_core::bail!("adamw_step_inplace unsupported dtype {dtype:?}"),
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2840	candle_core::bail!("kiln_adamw_step failed with status {status}");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2854	candle_core::bail!(
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2886	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2887	_ => candle_core::bail!("kiln-rmsnorm-kernel: lora base must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2890	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2891	_ => candle_core::bail!("kiln-rmsnorm-kernel: lora x must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2894	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2895	_ => candle_core::bail!("kiln-rmsnorm-kernel: lora A must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2898	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2899	_ => candle_core::bail!("kiln-rmsnorm-kernel: lora B must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2902	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2903	_ => candle_core::bail!("kiln-rmsnorm-kernel: lora hidden must be on CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2906	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2907	_ => candle_core::bail!("kiln-rmsnorm-kernel: lora out must be on CUDA"),
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2946	candle_core::bail!("kiln_lora_decode_hidden_bf16 failed with status {status}");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2964	candle_core::bail!("kiln_lora_decode_add_bf16 failed with status {status}");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2978	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2984	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2990	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:2996	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:3004	candle_core::bail!(
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:3012	candle_core::bail!("lora_add_inplace_f32: tensors must be contiguous");
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:3015	candle_core::bail!("lora_add_inplace_f32: dimensions exceed i32 kernel envelope");
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:3025	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:3026	_ => candle_core::bail!("lora_add_inplace_f32: base must be CUDA"),
candle_core::Storage::Cuda	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:3029	candle_core::Storage::Cuda(c) => c,
candle_core::bail	kiln-rmsnorm-kernel	crates/kiln-rmsnorm-kernel/src/lib.rs:3030	_ => candle_core::bail!("lora_add_inplace_f32: hidden must be CUDA"),
